"User","Start","End","FirstChapter","LastChapter","Days","Dead","Late","Delay"
"shenmi meiren",10-03-26,10-05-18,8,21,53,TRUE,FALSE,20
"Sheridan Road",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"SherpaRage",11-08-29,11-08-29,74,74,0,TRUE,TRUE,3
"shetius",12-08-13,12-08-24,10,30,11,TRUE,TRUE,0
"She-Who-Dances-With-The-Stars",10-04-11,10-04-11,14,14,0,TRUE,FALSE,1
"she-who-mustn't-be known",12-04-04,12-04-04,80,80,0,TRUE,TRUE,5
"She who quacks alot",10-10-16,10-10-16,1,1,0,TRUE,FALSE,0
"Shi",11-10-03,11-10-03,77,77,0,TRUE,TRUE,187
"shibby",12-01-24,12-01-24,1,1,0,TRUE,TRUE,0
"Shibby",11-07-22,11-07-22,1,1,0,TRUE,TRUE,0
"shieldmaiden19",12-12-19,12-12-19,3,3,0,TRUE,TRUE,2
"Shikaku Zetsumei",11-08-28,11-08-28,74,74,0,TRUE,TRUE,3
"Shikatanai",10-06-08,10-06-08,23,23,0,TRUE,FALSE,4
"Shi-koi",10-03-10,10-03-17,5,6,7,TRUE,FALSE,6
"shine lots",10-04-06,11-06-07,5,27,427,TRUE,FALSE,7
"ShineTheTribute",11-12-30,12-09-11,22,1,256,TRUE,TRUE,0
"ShineX",10-05-21,11-03-26,1,47,309,TRUE,FALSE,10
"Shining Ducky",10-03-21,10-08-01,6,34,133,TRUE,FALSE,6
"Shinkiro",10-08-02,10-08-02,22,22,0,TRUE,FALSE,1
"ShinobiGama",11-01-14,11-01-14,67,67,0,TRUE,TRUE,11
"shinseina",11-02-27,11-02-27,70,70,0,TRUE,TRUE,42
"Shintah",11-08-18,11-08-18,72,72,0,TRUE,TRUE,89
"shipstone",11-02-22,11-02-22,69,69,0,TRUE,TRUE,25
"Shirotora chan",10-12-03,10-12-03,1,1,0,TRUE,TRUE,0
"shiro-wolfman-k",10-03-10,10-08-26,5,41,169,TRUE,FALSE,1
"Shiruy",10-10-22,10-10-22,11,11,0,TRUE,FALSE,1
"Shodai24",10-08-07,10-11-04,34,56,89,TRUE,FALSE,6
"Shodaime Gahokage",12-04-04,12-04-04,82,82,0,TRUE,TRUE,1
"Shodatl",10-03-31,10-06-26,9,27,87,TRUE,FALSE,7
"ShortyMcHalo",11-12-15,11-12-15,5,5,0,TRUE,TRUE,9
"ShotgunRockets",10-06-05,10-06-05,21,21,0,TRUE,FALSE,20
"shouldabeenadog",10-10-23,11-01-24,51,68,93,TRUE,FALSE,4
"showstopper573",10-10-10,11-09-21,49,77,346,TRUE,FALSE,187
"ShpadoinkleConfederateCyclops",10-09-20,10-09-20,46,46,0,TRUE,FALSE,20
"Shrlck",10-09-27,12-03-13,47,78,533,TRUE,FALSE,4
"Shubhs",12-02-24,12-03-12,77,78,17,TRUE,TRUE,4
"Shura Magami",10-07-07,10-07-07,16,16,0,TRUE,FALSE,10
"shusha",11-05-30,11-05-30,72,72,0,TRUE,TRUE,89
"shyd1",12-08-13,12-08-13,70,70,0,TRUE,TRUE,42
"shyfoxling",11-03-28,11-03-28,64,64,0,TRUE,TRUE,0
"Siathryn",11-08-28,11-08-28,5,5,0,TRUE,TRUE,9
"Sicaria",10-04-06,10-04-14,10,15,8,TRUE,FALSE,2
"Sidelines",11-05-15,12-04-11,33,84,332,FALSE,TRUE,7
"sidhe3141",10-10-05,10-11-03,47,25,29,TRUE,FALSE,3
"Sieisda",11-09-01,11-09-01,75,75,0,TRUE,TRUE,3
"Sienf",10-10-24,11-08-30,51,74,310,TRUE,FALSE,3
"Sigil Dagger",12-12-07,12-12-07,11,11,0,TRUE,TRUE,1
"Sigmatic",10-11-01,10-11-01,56,56,0,TRUE,FALSE,6
"silberstreif",12-07-18,12-07-18,82,82,0,TRUE,TRUE,1
"Silblue09",10-05-11,10-05-11,7,7,0,TRUE,FALSE,3
"silence",11-07-28,11-07-28,6,8,0,TRUE,TRUE,5
"Silent Avid Magma",11-02-27,11-02-27,70,70,0,TRUE,TRUE,42
"silentcal",12-04-10,12-04-10,84,84,0,FALSE,TRUE,7
"Silent Demons Dance",12-06-15,13-03-12,18,83,270,FALSE,TRUE,6
"silentlysnowing",10-10-16,11-01-28,2,69,104,TRUE,FALSE,25
"silentreader",10-03-31,10-04-07,9,11,7,TRUE,FALSE,1
"Silentwhistle",10-08-26,10-08-31,41,1,5,TRUE,FALSE,0
"SilkenRoseDreams",12-03-20,12-03-20,70,70,0,TRUE,TRUE,42
"Silly Spawn",10-12-04,10-12-04,63,63,0,TRUE,TRUE,36
"Silvar Sunstrider",10-12-25,10-12-25,5,7,0,TRUE,TRUE,3
"Silver1226",11-09-03,12-03-12,75,78,191,TRUE,TRUE,4
"Silver Ame Tsukino",11-01-06,11-02-05,65,69,30,TRUE,TRUE,25
"Silverdragonstar",11-08-08,11-08-09,10,16,1,TRUE,TRUE,10
"silvergrac3",10-03-16,10-03-16,5,5,0,TRUE,FALSE,9
"SilverKleptoFox",11-07-19,11-07-19,72,72,0,TRUE,TRUE,89
"silverlasso",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"Silver Miko-Youkai",11-12-18,11-12-22,24,77,4,TRUE,TRUE,187
"Silver moonbeams",11-06-26,11-06-26,5,5,0,TRUE,TRUE,9
"Silver Shadow",13-01-01,13-01-01,5,5,0,TRUE,TRUE,9
"simaetha",11-04-06,12-04-18,70,85,378,FALSE,TRUE,243
"simi",10-05-06,10-05-06,18,18,0,TRUE,FALSE,5
"Simon",11-06-12,11-06-12,1,1,0,TRUE,TRUE,0
"Simon Pantelidis",11-11-28,11-11-28,6,6,0,TRUE,TRUE,6
"Simon Says",12-03-10,12-03-10,77,77,0,TRUE,TRUE,187
"simon-st",10-11-29,10-12-12,63,1,13,TRUE,TRUE,0
"Simplex",11-07-31,11-09-07,72,77,38,TRUE,TRUE,187
"Simplicity Is Bliss",10-06-22,10-10-23,6,51,123,TRUE,FALSE,1
"Simply Complex Mind",10-03-11,10-03-11,5,5,0,TRUE,FALSE,9
"Simsen",10-09-25,10-09-25,47,47,0,TRUE,FALSE,10
"SimStars",13-04-14,13-04-14,4,4,0,TRUE,TRUE,5
"Sinai",10-04-12,10-08-11,1,37,121,TRUE,FALSE,14
"Sincerely",12-01-21,12-01-21,77,77,0,TRUE,TRUE,187
"singbirdsing",11-12-17,11-12-17,5,5,0,TRUE,TRUE,9
"singingdragon",10-11-27,10-11-27,6,6,0,TRUE,TRUE,6
"SingularOp",10-10-09,10-10-09,49,49,0,TRUE,FALSE,8
"Sinistercurt",11-10-20,11-10-20,1,1,0,TRUE,TRUE,0
"SinisterMeds",10-03-10,10-03-19,5,6,9,TRUE,FALSE,6
"sinj",11-01-31,11-02-28,69,70,28,TRUE,TRUE,42
"SinnersPride",11-02-09,11-02-09,2,2,0,TRUE,TRUE,1
"Sin Oan",12-04-24,12-04-30,24,39,6,TRUE,TRUE,0
"Sin of the Fallen",11-08-28,12-12-19,74,86,479,FALSE,TRUE,5
"Sin Piedad",10-04-11,10-04-11,14,14,0,TRUE,FALSE,1
"Sir Bill",12-03-28,12-04-04,81,82,7,TRUE,TRUE,1
"Sir Cheddar",12-06-07,12-06-07,30,30,0,TRUE,TRUE,0
"Sir Chris",10-06-12,10-06-12,25,25,0,TRUE,FALSE,3
"Siriusly Sirius Black",11-08-03,11-08-03,2,5,0,TRUE,TRUE,9
"SirKaid",10-03-20,10-09-29,6,47,193,TRUE,FALSE,10
"Sirnearlyheadlessnick",12-10-17,12-10-17,1,1,0,TRUE,TRUE,0
"SirRealism",10-08-01,12-09-10,34,81,771,TRUE,FALSE,7
"SirWalsingham",12-06-10,12-06-10,19,19,0,TRUE,TRUE,2
"Sissypants8",10-09-18,10-09-18,22,22,0,TRUE,FALSE,1
"Sisyphus",12-04-24,12-04-24,85,85,0,FALSE,TRUE,243
"Sithslayer69",12-04-24,12-04-24,6,6,0,TRUE,TRUE,6
"sithwalrus",10-09-26,11-03-05,45,21,160,TRUE,FALSE,20
"SituationalExtrovert",10-03-10,10-06-27,5,27,109,TRUE,FALSE,7
"Siven80",11-05-31,11-05-31,14,14,0,TRUE,TRUE,1
"Sivy",10-10-31,10-10-31,56,56,0,TRUE,FALSE,6
"six",11-10-18,11-10-18,42,77,0,TRUE,TRUE,187
"six months",12-03-06,12-03-06,1,1,0,TRUE,TRUE,0
"sixpacksirius",10-10-06,10-11-27,48,62,52,TRUE,FALSE,1
"sizuka2",11-08-28,12-03-23,74,80,208,TRUE,TRUE,5
"SJ",10-03-15,10-03-26,5,8,11,TRUE,FALSE,5
"S. J. Iolanthe",13-01-01,13-01-01,44,44,0,TRUE,TRUE,0
"sjm95x",11-01-05,11-01-05,12,2,0,TRUE,TRUE,1
"Sjsofi",11-07-17,11-07-17,1,1,0,TRUE,TRUE,0
"skarm",11-04-07,11-04-07,6,6,0,TRUE,TRUE,6
"Skay-39",10-07-01,10-12-13,27,59,165,TRUE,FALSE,0
"SkeletalChild",10-04-12,10-04-12,14,14,0,TRUE,FALSE,1
"skellytinhood",10-11-07,10-11-07,1,1,0,TRUE,FALSE,0
"skepsis66",10-10-12,10-10-12,5,5,0,TRUE,FALSE,9
"skeptic7",10-08-27,11-09-03,42,76,372,TRUE,FALSE,3
"skeptical scientist",11-05-27,12-01-29,72,77,247,TRUE,TRUE,187
"Sketch Sepahi",10-11-25,10-11-25,61,61,0,TRUE,FALSE,2
"skinnyiain",10-11-27,10-11-27,62,62,0,TRUE,TRUE,1
"skip",11-07-29,11-07-29,72,72,0,TRUE,TRUE,89
"Skippy",11-04-23,11-08-25,71,73,124,TRUE,TRUE,4
"SkittleKick",10-04-11,10-05-09,14,19,28,TRUE,FALSE,2
"skowler",10-03-26,10-05-07,7,19,42,TRUE,FALSE,2
"Skreech",10-06-09,10-06-09,10,10,0,TRUE,FALSE,4
"SKT",12-11-24,12-11-24,68,68,0,TRUE,TRUE,4
"Sky",11-02-22,11-05-28,70,72,95,TRUE,TRUE,89
"skyace",10-08-26,11-01-28,41,69,155,TRUE,FALSE,25
"skycomv2",12-04-04,12-04-04,82,82,0,TRUE,TRUE,1
"Skye Flying",12-12-20,12-12-20,5,5,0,TRUE,TRUE,9
"skyfiresarah",11-09-30,11-10-05,7,33,5,TRUE,TRUE,1
"Skylar231",12-09-01,12-09-01,85,85,0,FALSE,TRUE,243
"Skylar",10-04-08,10-04-08,12,12,0,TRUE,FALSE,2
"Skylar626",10-11-29,10-11-29,63,63,0,TRUE,TRUE,36
"skylerbird",10-06-26,10-09-25,27,47,91,TRUE,FALSE,10
"SkylerxXxSetsuna",12-05-08,12-05-08,2,2,0,TRUE,TRUE,1
"skywiseskychan",11-09-28,12-12-24,3,87,453,FALSE,TRUE,NA
"slackerdog",11-08-26,11-08-26,73,73,0,TRUE,TRUE,4
"Slayer End",11-01-28,11-08-31,69,75,215,TRUE,TRUE,3
"Sleuthy",11-12-07,11-12-07,64,64,0,TRUE,TRUE,0
"sliced2",11-09-08,11-09-08,77,77,0,TRUE,TRUE,187
"Slice of Sky",12-10-31,12-10-31,1,1,0,TRUE,TRUE,0
"Slicerness",10-07-25,10-08-26,32,41,32,TRUE,FALSE,1
"Slick Mongoose",12-12-18,12-12-18,86,86,0,FALSE,TRUE,5
"SlickRCBD",10-08-01,11-09-01,33,75,396,TRUE,FALSE,3
"SlightlyMoreWrong",10-08-27,10-08-27,41,41,0,TRUE,FALSE,1
"Sliver of Infinity",10-10-23,11-08-31,51,75,312,TRUE,FALSE,3
"sliver of time",10-05-16,10-05-16,21,21,0,TRUE,FALSE,20
"sliz225",11-11-29,12-03-15,76,79,107,TRUE,TRUE,7
"Slowvehicle",13-05-02,13-05-02,62,62,0,TRUE,TRUE,1
"slr2moons",10-04-08,10-04-08,12,12,0,TRUE,FALSE,2
"SlyGoddess",11-03-14,11-03-14,70,70,0,TRUE,TRUE,42
"slytherinslut13",11-01-27,11-01-27,10,7,0,TRUE,TRUE,3
"Slytherson",10-03-19,10-03-19,6,6,0,TRUE,FALSE,6
"smallcatharine",11-02-24,11-02-24,70,70,0,TRUE,TRUE,42
"SmallCircleApproximation",11-09-21,11-09-21,77,77,0,TRUE,TRUE,187
"small sin",12-07-27,12-07-27,11,11,0,TRUE,TRUE,1
"smartazz",10-04-12,10-04-12,15,15,0,TRUE,FALSE,2
"Smeepalicious",11-03-10,11-03-10,70,70,0,TRUE,TRUE,42
"S-Michael",11-12-21,11-12-21,1,1,0,TRUE,TRUE,0
"Smile 8D",10-04-26,10-04-26,5,5,0,TRUE,FALSE,9
"Smiley314",11-05-28,11-05-28,72,72,0,TRUE,TRUE,89
"Smileyfax",10-05-21,10-05-21,21,21,0,TRUE,FALSE,20
"smileylol",11-04-09,11-04-09,71,71,0,TRUE,TRUE,52
"smilingcrescent",13-04-24,13-04-24,1,2,0,TRUE,TRUE,1
"Smith",11-06-26,11-06-26,65,65,0,TRUE,TRUE,10
"smittyha",10-11-20,11-02-23,60,70,95,TRUE,FALSE,42
"Smooth Trooper",11-02-28,11-03-03,1,9,3,TRUE,TRUE,3
"Smozzick",12-10-31,12-11-24,20,85,24,FALSE,TRUE,243
"SMTRodent",10-06-26,10-11-07,27,58,134,TRUE,FALSE,13
"Smurfking",10-07-15,10-07-15,31,31,0,TRUE,FALSE,15
"smusma",10-09-26,11-08-29,47,74,337,TRUE,FALSE,3
"SN",12-03-20,12-03-20,79,79,0,TRUE,TRUE,7
"Snag1",10-05-08,10-07-25,10,32,78,TRUE,FALSE,6
"Snake of Medusa",10-09-26,10-09-26,47,47,0,TRUE,FALSE,10
"snape504",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"snark",10-12-18,10-12-18,63,63,0,TRUE,TRUE,36
"snarkcheezey.org Snark-n-Moon",11-10-01,11-10-01,8,8,0,TRUE,TRUE,5
"Snowflake",11-01-22,12-03-12,62,78,415,TRUE,TRUE,4
"SnowFox345",11-08-05,11-08-29,72,74,24,TRUE,TRUE,3
"Snow-owl01",10-09-28,10-09-28,47,47,0,TRUE,FALSE,10
"S.N. Rainsworth",10-11-05,10-11-05,4,4,0,TRUE,FALSE,5
"snuffb0x",11-12-29,11-12-29,77,77,0,TRUE,TRUE,187
"So",10-04-24,10-04-24,17,17,0,TRUE,FALSE,8
"Soaring Heart",11-07-16,11-07-16,5,5,0,TRUE,TRUE,9
"soawesomecritic",13-01-11,13-01-11,87,87,0,FALSE,TRUE,NA
"Sobriquet",10-06-18,10-06-18,26,26,0,TRUE,FALSE,11
"socialpsych801",11-03-27,11-03-27,63,63,0,TRUE,TRUE,36
"Sociotard",10-05-30,10-05-30,21,21,0,TRUE,FALSE,20
"sock-feet-and-stirring-sand",12-02-10,12-02-21,5,21,11,TRUE,TRUE,20
"Sockmonkey66",12-03-22,12-03-22,80,80,0,TRUE,TRUE,5
"Sodar",11-07-05,11-07-05,72,72,0,TRUE,TRUE,89
"Sofia Ottoman",10-04-26,10-05-09,17,20,13,TRUE,FALSE,7
"Solarbaby",12-10-03,12-10-03,5,5,0,TRUE,TRUE,9
"Solicitor",10-04-07,10-04-07,11,11,0,TRUE,FALSE,1
"solitare",10-03-31,10-04-07,9,11,7,TRUE,FALSE,1
"Solitary Sanctuary",10-07-04,10-07-05,2,18,1,TRUE,FALSE,5
"solsbane",11-07-27,11-07-27,19,19,0,TRUE,TRUE,2
"Solstice of Life",11-08-28,11-08-28,74,74,0,TRUE,TRUE,3
"solussword",10-06-15,11-08-31,25,75,442,TRUE,FALSE,3
"som",10-08-29,10-08-29,42,42,0,TRUE,FALSE,9
"SO MANY TEARS",11-10-31,11-10-31,11,11,0,TRUE,TRUE,1
"somebody",11-02-22,12-03-01,70,10,373,TRUE,TRUE,4
"somebodykillme",10-09-25,10-09-25,47,47,0,TRUE,FALSE,10
"somebody's kappabeta",12-03-28,12-04-04,81,82,7,TRUE,TRUE,1
"somefish",12-10-01,12-10-01,11,85,0,FALSE,TRUE,243
"SomeGuy",12-02-13,12-02-13,77,77,0,TRUE,TRUE,187
"Some Guy",13-04-24,13-04-24,9,9,0,TRUE,TRUE,3
"some guy",11-06-30,11-08-31,17,73,62,TRUE,TRUE,4
"SomeGuyFawkes",10-03-09,12-12-17,1,86,1014,FALSE,FALSE,5
"some guy in canada",10-08-30,10-08-30,42,42,0,TRUE,FALSE,9
"Some Moron",11-09-27,11-09-27,2,2,0,TRUE,TRUE,1
"someone",10-05-09,12-04-11,20,84,703,FALSE,FALSE,7
"Someone",10-04-08,10-04-08,1,1,0,TRUE,FALSE,0
"SomeoneElse",12-05-23,12-05-23,5,5,0,TRUE,TRUE,9
"Someone Random",12-03-16,12-03-16,79,79,0,TRUE,TRUE,7
"someonewitheyes",12-05-13,12-05-13,5,5,0,TRUE,TRUE,9
"SomeRandom",13-04-07,13-04-07,87,87,0,FALSE,TRUE,NA
"SomethingSomethingSomething",11-08-25,11-08-25,73,73,0,TRUE,TRUE,4
"sonhoon",10-05-22,10-05-22,3,3,0,TRUE,FALSE,2
"Soni",12-10-29,12-10-29,1,1,0,TRUE,TRUE,0
"Sonofasun",11-03-29,11-03-29,1,1,0,TRUE,TRUE,0
"Son of Whitebeard",12-06-04,12-06-04,16,16,0,TRUE,TRUE,10
"Sooner90",10-03-18,10-03-18,6,6,0,TRUE,FALSE,6
"Sophia Cooper",12-04-18,12-04-18,5,5,0,TRUE,TRUE,9
"Sophie",12-05-20,12-12-22,54,87,216,FALSE,TRUE,NA
"Sopoforic",10-03-11,10-03-11,5,5,0,TRUE,FALSE,9
"Sorcyress",10-03-24,10-05-02,7,18,39,TRUE,FALSE,5
"SorridoSole",10-06-17,10-06-17,14,14,0,TRUE,FALSE,1
"Sorrowful Stone",10-06-05,12-12-21,22,87,930,FALSE,FALSE,NA
"Sorrowman 9000",11-06-01,11-06-01,8,8,0,TRUE,TRUE,5
"Sorvik",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"So this is real life",10-08-30,10-08-30,42,42,0,TRUE,FALSE,9
"SoulOfsunlight",12-03-23,12-03-23,80,80,0,TRUE,TRUE,5
"Soulwind",11-10-10,11-10-10,14,14,0,TRUE,TRUE,1
"soumitty",13-05-07,13-05-07,5,5,0,TRUE,TRUE,9
"Southern Amateur",10-12-12,10-12-12,1,3,0,TRUE,TRUE,2
"southlands",13-03-30,13-03-30,87,87,0,FALSE,TRUE,NA
"So you want to be an Author",12-04-03,12-12-17,82,86,258,FALSE,TRUE,5
"SpaceHead3",10-04-14,10-06-26,15,27,73,TRUE,FALSE,7
"SpaceMonkey0941",10-11-29,10-11-29,63,63,0,TRUE,TRUE,36
"space puppy",10-07-04,10-09-12,28,43,70,TRUE,FALSE,0
"SparklingSnowfall",11-08-13,11-08-13,72,72,0,TRUE,TRUE,89
"sparky40sw",10-04-08,10-04-10,11,13,2,TRUE,FALSE,1
"Sparrow Hawk",11-10-07,11-10-07,76,76,0,TRUE,TRUE,3
"Spaz86",10-08-30,11-08-13,6,34,348,TRUE,FALSE,6
"Speaker-to-Customers",10-05-06,10-05-08,18,19,2,TRUE,FALSE,2
"Specterman626",10-03-23,10-07-31,6,33,130,TRUE,FALSE,1
"Speechwriter",10-09-09,11-12-05,30,5,452,TRUE,FALSE,9
"Speedy Spazz",11-06-11,11-06-11,1,1,0,TRUE,TRUE,0
"SpesialK1",12-08-31,12-08-31,2,7,0,TRUE,TRUE,3
"SPHEW Nice one",11-01-28,11-01-28,69,69,0,TRUE,TRUE,25
"Spica75",13-04-25,13-04-25,24,24,0,TRUE,TRUE,2
"SpiceChai",10-04-02,10-04-02,9,9,0,TRUE,FALSE,3
"spiderLoving",11-09-05,11-09-05,76,76,0,TRUE,TRUE,3
"Spidey-phd",10-09-26,12-04-18,10,85,570,FALSE,FALSE,243
"SpiegelofNowhere",10-03-28,10-04-08,5,11,11,TRUE,FALSE,1
"spike1395",11-01-31,12-03-22,1,80,416,TRUE,TRUE,5
"Spiny Norman",11-04-12,11-04-12,22,64,0,TRUE,TRUE,0
"Spirit",11-02-24,11-02-24,53,53,0,TRUE,TRUE,0
"SpiritofaGryffindor",12-08-15,12-08-15,1,1,0,TRUE,TRUE,0
"Spiritualist",11-12-01,11-12-01,1,1,0,TRUE,TRUE,0
"splintercant",12-03-25,12-03-25,80,80,0,TRUE,TRUE,5
"Sploogal",11-12-26,11-12-26,12,12,0,TRUE,TRUE,2
"Spoit0",11-01-29,11-01-29,69,69,0,TRUE,TRUE,25
"Spoon10488",10-03-11,10-03-20,5,6,9,TRUE,FALSE,6
"Spottedpool",11-10-20,11-10-20,2,4,0,TRUE,TRUE,5
"spunkymuzicnote",11-02-25,11-02-25,5,5,0,TRUE,TRUE,9
"SpyOne",11-06-08,11-06-08,1,1,0,TRUE,TRUE,0
"Spyro",11-01-16,11-01-16,33,33,0,TRUE,TRUE,1
"SqrlLrd",12-03-11,12-03-12,1,8,1,TRUE,TRUE,5
"squarepancake",10-06-12,10-06-12,23,23,0,TRUE,FALSE,4
"Squeak4ever",10-04-07,10-04-07,10,10,0,TRUE,FALSE,4
"Squeamish",10-10-05,12-03-28,47,81,540,TRUE,FALSE,7
"Squeamish Ossifrage",11-09-01,11-09-01,75,75,0,TRUE,TRUE,3
"Squeamish revise and extend",10-11-09,10-11-09,58,58,0,TRUE,FALSE,13
"squibghost",10-12-06,10-12-06,3,3,0,TRUE,TRUE,2
"squidbert",11-02-22,11-02-22,70,70,0,TRUE,TRUE,42
"squidette",11-01-14,11-01-14,67,67,0,TRUE,TRUE,11
"squiditch",10-03-23,10-03-23,7,7,0,TRUE,FALSE,3
"Squirrelloid",11-10-17,13-01-07,45,87,448,FALSE,TRUE,NA
"Squirrel Watching",10-09-25,10-09-25,47,47,0,TRUE,FALSE,10
"Squish",11-02-10,11-02-10,69,69,0,TRUE,TRUE,25
"SR2",11-08-31,11-08-31,5,5,0,TRUE,TRUE,9
"Sr3651",11-08-16,11-08-16,17,17,0,TRUE,TRUE,8
"Srangled Steps",11-08-28,11-08-28,13,5,0,TRUE,TRUE,9
"Sreia",11-03-13,11-03-13,4,5,0,TRUE,TRUE,9
"srjsk",10-09-30,10-09-30,47,47,0,TRUE,FALSE,10
"ss",10-04-01,10-04-01,9,9,0,TRUE,FALSE,3
"SSC",13-03-25,13-03-25,33,33,0,TRUE,TRUE,1
"ssirlig",11-01-11,11-01-12,2,22,1,TRUE,TRUE,1
"ssjgokillo",11-01-13,11-08-28,5,74,227,TRUE,TRUE,3
"SSM",12-03-17,12-03-28,79,81,11,TRUE,TRUE,7
"Stahchild",10-03-19,10-04-02,6,9,14,TRUE,FALSE,3
"stained steele",12-06-03,12-06-03,85,85,0,FALSE,TRUE,243
"stalked",12-02-24,12-02-24,77,77,0,TRUE,TRUE,187
"stalker32",10-06-16,13-04-13,26,1,1032,TRUE,FALSE,0
"StalkerAngel",11-09-03,11-09-04,5,11,1,TRUE,TRUE,1
"StaplersBreak",11-11-13,11-11-13,42,42,0,TRUE,TRUE,9
"star",10-06-28,10-06-28,27,27,0,TRUE,FALSE,7
"Star Bear",10-03-03,10-03-03,4,4,0,TRUE,FALSE,5
"Starburstia",11-08-31,11-08-31,75,75,0,TRUE,TRUE,3
"StarDotStar",10-03-21,10-03-21,6,6,0,TRUE,FALSE,6
"starduske",11-09-03,11-10-25,75,77,52,TRUE,TRUE,187
"StarEyed2",10-06-10,10-06-10,23,23,0,TRUE,FALSE,4
"Starlight Chibi-chan",10-04-07,10-08-08,11,37,123,TRUE,FALSE,14
"starlightshimmer",12-05-12,12-05-12,2,2,0,TRUE,TRUE,1
"starlitSKYx",12-03-23,12-03-23,80,80,0,TRUE,TRUE,5
"star.louw",11-02-19,11-02-19,14,14,0,TRUE,TRUE,1
"starry-eyed-ocean",10-11-04,10-11-04,56,56,0,TRUE,FALSE,6
"Star Sage",11-04-01,11-04-01,1,5,0,TRUE,TRUE,9
"starsmoke85",10-11-01,10-11-01,56,56,0,TRUE,FALSE,6
"StarWest45",10-03-30,10-03-30,8,8,0,TRUE,FALSE,5
"stas.angler",13-03-13,13-03-13,9,9,0,TRUE,TRUE,3
"stealacandy",10-06-10,10-06-10,23,23,0,TRUE,FALSE,4
"Steel General",12-04-10,12-12-21,84,87,255,FALSE,TRUE,NA
"stefan bertram",10-06-05,10-09-06,21,46,93,TRUE,FALSE,20
"StefanInVienna",10-05-13,10-05-13,20,20,0,TRUE,FALSE,7
"steffiii07",10-12-03,10-12-08,5,9,5,TRUE,TRUE,3
"stefunny2010",10-03-09,10-03-17,5,6,8,TRUE,FALSE,6
"Stella Duke",12-07-19,12-07-19,34,34,0,TRUE,TRUE,6
"stellarjade",10-03-09,10-03-09,1,1,0,TRUE,FALSE,0
"stendec661",10-11-29,12-04-10,63,84,498,FALSE,TRUE,7
"Steph",11-01-02,11-03-26,2,47,83,TRUE,TRUE,10
"Steph230",10-03-18,10-03-18,1,1,0,TRUE,FALSE,0
"stephenopolos",13-05-10,13-05-10,46,46,0,TRUE,TRUE,20
"Stereo",10-10-02,10-10-02,14,14,0,TRUE,FALSE,1
"Steve",11-02-06,12-04-10,69,84,429,FALSE,TRUE,7
"Steve2",10-08-23,10-08-23,5,5,0,TRUE,FALSE,9
"Steven",11-02-27,11-02-27,1,1,0,TRUE,TRUE,0
"Steven Kodaly",10-04-01,10-04-12,5,15,11,TRUE,FALSE,2
"Steven Lytle",11-12-01,11-12-01,22,23,0,TRUE,TRUE,4
"SteveO",10-10-01,12-04-13,47,84,560,FALSE,FALSE,7
"Stevie K",10-12-16,10-12-16,5,5,0,TRUE,TRUE,9
"St.Hedwig",10-11-01,10-11-01,56,56,0,TRUE,FALSE,6
"Stick97",10-03-09,10-11-10,5,58,246,TRUE,FALSE,13
"stickzx",10-05-03,10-05-07,18,19,4,TRUE,FALSE,2
"stiffo90gmail.com",10-07-25,10-07-25,31,31,0,TRUE,FALSE,15
"Stillwind11",12-03-27,12-03-27,81,81,0,TRUE,TRUE,7
"Stine",10-08-05,10-08-05,30,30,0,TRUE,FALSE,0
"stinkyFeet",12-03-23,12-03-23,80,80,0,TRUE,TRUE,5
"Stinuli",10-04-15,10-04-15,16,16,0,TRUE,FALSE,10
"stoictimer",10-10-08,10-10-08,49,49,0,TRUE,FALSE,8
"stone",11-01-28,11-01-28,69,69,0,TRUE,TRUE,25
"Stoned Koala",10-03-18,10-04-08,6,11,21,TRUE,FALSE,1
"stonegnome1",10-04-12,10-05-02,5,18,20,TRUE,FALSE,5
"Stop making me cry dammit",12-02-25,12-02-25,59,59,0,TRUE,TRUE,0
"Storiot",12-10-07,12-10-07,85,85,0,FALSE,TRUE,243
"Stormeborn",11-11-15,11-11-15,5,5,0,TRUE,TRUE,9
"Stormwind",10-04-01,10-04-01,9,9,0,TRUE,FALSE,3
"Stormwinddcon.stormwindgmail",10-07-25,10-07-25,32,32,0,TRUE,FALSE,6
"Stormygio",12-05-29,12-05-29,1,7,0,TRUE,TRUE,3
"storybookknight",10-09-25,12-03-23,47,80,545,TRUE,FALSE,5
"StoryTagger",10-02-28,10-04-24,1,17,55,TRUE,FALSE,8
"Storyteller Ann",11-10-05,11-10-05,1,1,0,TRUE,TRUE,0
"storywhorey",11-01-16,11-01-16,14,5,0,TRUE,TRUE,9
"Stottiecake",11-09-07,11-09-07,1,1,0,TRUE,TRUE,0
"Strange",11-05-14,11-05-14,71,71,0,TRUE,TRUE,52
"Strangeattractor",11-03-10,11-03-10,70,70,0,TRUE,TRUE,42
"strange new reality",10-07-26,10-07-26,2,2,0,TRUE,FALSE,1
"StrangeoneXD",12-12-16,12-12-22,1,51,6,TRUE,TRUE,1
"StrangePointOfView",11-09-24,11-09-24,77,77,0,TRUE,TRUE,187
"Stratagemini",10-03-11,10-03-11,5,5,0,TRUE,FALSE,9
